,joy,hate,love,sorrow,anxiety,surprise,anger,expect
试图  ,0,1,0,0,0,0,0,1
挣脱  ,1,1,0,1,1,0,0,1
死神  ,0,1,0,0,0,0,0,0
魔爪  ,0,1,0,0,0,0,1,0
战胜  ,1,0,0,0,0,0,0,0
美好  ,1,0,1,0,0,0,0,0
坚毅  ,0,0,1,0,0,0,0,0
害怕  ,0,1,0,1,1,0,0,0
开放  ,1,0,1,0,0,0,0,0
坚信  ,0,0,1,0,0,0,0,1
目的  ,0,0,1,0,0,0,0,1
调皮  ,1,1,1,0,1,0,1,0
任性  ,0,1,0,1,1,0,1,0
眼泪  ,1,0,0,1,1,1,0,0
缺点  ,0,1,0,1,1,0,1,0
相遇  ,1,0,1,0,0,1,0,1
怜惜  ,0,0,1,1,1,0,0,0
拒绝  ,0,1,0,1,1,0,1,1
深情  ,1,0,1,0,0,0,0,1
多情  ,1,0,1,0,0,0,0,0
无眠  ,0,0,0,1,1,0,0,0
泪水  ,0,0,1,1,1,0,0,0
迷失  ,0,0,1,1,1,0,1,0
无助  ,0,0,0,1,1,0,0,0
责怪  ,0,0,0,0,1,0,1,0
情怀  ,1,0,1,1,1,0,0,1
暗淡  ,0,1,0,1,1,0,0,0
亲爱  ,0,0,1,0,0,0,0,0
老公  ,0,0,1,0,0,0,0,0
坚强  ,1,0,1,0,0,0,0,1
对不起  ,0,0,0,1,1,0,1,0
学不会  ,0,0,0,1,0,0,0,0
脆弱  ,0,1,0,1,1,0,0,0
想念  ,1,0,1,0,1,0,0,1
失去  ,0,0,0,1,1,0,0,0
发疯  ,0,0,0,1,1,0,0,0
体验  ,1,0,1,0,0,0,0,1
牙痛  ,0,1,0,1,0,0,0,0
顽固  ,0,1,0,0,0,0,0,0
六神无主  ,0,1,0,0,1,0,0,0
茶饭  ,0,0,1,0,1,0,0,0
生气  ,1,0,1,0,1,0,1,0
清晰  ,1,0,1,0,0,0,0,0
活泼  ,1,0,1,0,0,0,0,0
舒畅  ,1,0,1,0,0,0,0,0
欣喜  ,1,0,1,0,0,0,0,0
春天  ,1,0,1,0,0,0,0,0
美女  ,1,0,1,0,0,0,0,0
嫩芽  ,0,0,1,0,0,0,0,0
谢谢你  ,1,0,1,0,0,0,0,0
争吵  ,0,1,0,1,1,0,1,0
信任  ,1,0,1,0,1,0,0,1
忠诚  ,1,0,1,0,0,0,0,0
不忍  ,0,1,1,1,0,0,0,0
亲情  ,1,0,1,0,0,0,0,0
吵闹  ,0,1,0,0,1,0,1,0
折磨  ,0,1,0,1,1,0,0,0
绝望  ,0,0,0,1,1,0,0,0
和事佬  ,0,0,1,0,0,0,0,0
和解  ,1,0,0,0,0,0,0,0
好转  ,1,0,1,0,0,0,0,0
裂痕  ,0,0,0,1,1,0,0,0
阳光  ,1,0,1,0,0,0,0,0
向往  ,0,0,1,0,0,0,0,1
温暖  ,1,0,1,0,0,0,0,0
艳丽  ,0,0,1,0,0,0,0,0
温情  ,1,0,1,0,0,0,0,0
暖暖的  ,1,0,1,0,0,0,0,0
爱情  ,1,0,1,0,0,0,0,0
渴望  ,0,0,1,0,0,0,0,1
氤氲  ,0,0,1,1,0,0,0,0
闲逛  ,0,0,1,0,0,0,0,0
不错  ,1,0,1,0,0,0,0,0
熟悉  ,1,0,1,0,0,0,0,0
搜寻  ,0,0,0,0,0,0,0,1
开门见山  ,0,0,1,0,0,0,0,0
残酷  ,0,1,0,1,1,0,1,0
皱纹  ,0,0,0,1,1,0,0,0
兴奋地  ,1,0,0,0,0,0,0,0
好笑  ,1,1,1,1,1,1,0,0
趣事  ,1,0,1,0,0,0,0,0
隔阂  ,0,1,0,1,1,0,0,0
顾忌  ,0,0,1,0,1,0,0,0
吃惊  ,0,0,0,0,1,1,0,0
惊喜  ,1,0,1,0,0,1,0,0
收获  ,1,0,1,0,0,0,0,0
遗忘  ,0,1,0,1,1,0,1,0
思念  ,1,0,1,1,1,0,0,1
疏远  ,0,1,0,1,1,0,1,0
祝福  ,1,0,1,0,0,0,0,1
艰苦  ,0,1,0,1,1,0,0,0
回家  ,1,0,1,0,0,0,0,1
家人  ,0,0,1,0,0,0,0,0
朋友  ,1,0,1,0,0,0,0,0
回报  ,1,0,1,0,0,0,0,1
宽大  ,0,0,1,0,0,0,0,0
困难  ,0,1,0,1,1,0,0,0
嚣张  ,0,1,0,0,0,0,0,0
祝愿  ,0,0,1,0,0,0,0,1
游离  ,0,0,0,1,1,0,0,0
欢快  ,1,0,1,0,0,0,0,0
气势汹汹  ,0,1,0,0,0,0,0,0
耿耿于怀  ,0,1,0,0,1,0,1,0
虚伪  ,0,1,0,0,1,0,1,0
低落  ,0,0,0,1,1,0,0,0
热忱  ,1,0,1,0,0,0,0,0
即将  ,0,0,0,0,0,0,0,1
来临  ,1,0,1,0,0,0,0,1
天啊  ,0,0,0,1,1,0,0,1
满足  ,1,0,1,0,0,0,0,0
虚荣心  ,0,1,1,0,1,0,0,0
耍赖  ,0,1,0,0,0,0,1,0
不像话  ,0,1,0,0,0,0,1,0
体谅  ,1,0,1,0,0,0,0,0
离谱  ,0,1,0,0,1,1,1,0
骚扰  ,0,1,0,0,0,0,0,0
安逸  ,1,0,1,0,0,0,0,0
精心  ,1,0,1,0,0,0,0,1
天使  ,0,0,1,0,0,0,0,0
亲吻  ,1,0,1,0,0,0,0,0
可爱  ,0,0,1,0,0,0,0,0
感冒  ,0,1,1,1,1,0,0,0
生病  ,0,1,0,1,1,0,0,0
赏赐  ,1,0,0,0,0,0,0,0
鼻塞  ,0,1,0,0,0,0,0,0
头疼  ,0,1,0,1,1,0,0,0
咳嗽  ,0,1,0,0,0,0,0,0
不行  ,0,1,0,1,1,0,1,0
休息  ,1,0,1,0,0,0,0,0
听话  ,1,0,1,0,0,0,0,0
辗转  ,0,0,0,1,1,0,0,0
迟到  ,0,1,0,0,1,0,1,0
怪我  ,0,0,0,0,0,0,1,0
昏昏沉沉  ,0,1,0,1,1,0,0,0
麻烦  ,0,1,0,0,1,0,1,0
牵挂  ,0,0,1,0,1,0,0,1
幸福感  ,1,0,1,0,0,0,0,0
小节  ,0,0,0,0,1,0,0,0
什么样  ,0,0,0,0,1,1,0,1
相似  ,0,0,1,1,0,1,0,0
感性  ,0,0,1,0,1,0,0,0
直接  ,1,0,1,0,1,0,0,1
深切  ,0,0,1,0,0,0,0,0
体会  ,1,0,1,1,0,0,0,1
抢先  ,1,0,0,0,0,0,0,1
在意  ,1,0,1,0,1,0,1,1
警告  ,0,1,0,1,1,0,1,0
哪里  ,0,0,0,1,1,1,1,1
简直  ,0,0,0,0,1,1,0,0
翻版  ,0,0,1,0,0,0,0,0
震动  ,0,0,0,0,1,1,0,0
小事  ,1,0,0,0,0,0,0,0
一言一行无不  ,0,0,1,0,0,0,0,0
洁白  ,1,0,1,0,0,0,0,0
尤其  ,0,0,1,1,1,1,0,0
模仿  ,0,0,1,0,0,0,0,0
潜移默化  ,1,0,1,0,1,0,0,0
不经意  ,1,0,1,0,1,1,0,0
学会  ,1,0,1,0,0,0,0,1
惶恐  ,0,0,0,0,1,0,0,0
不安  ,0,1,0,1,1,0,0,0
不良  ,0,1,0,1,1,0,1,0
孩子  ,0,0,1,0,0,0,0,0
我会  ,1,0,0,0,0,0,0,1
病情  ,0,0,0,1,1,0,0,0
哽咽  ,0,0,0,1,1,0,0,0
压抑着  ,0,0,0,1,1,0,0,0
委屈  ,0,1,0,1,1,0,1,1
爱人  ,1,0,1,0,0,0,0,0
遗腹子  ,0,0,0,1,0,0,0,0
请求  ,0,0,0,0,0,0,0,1
有幸  ,1,0,1,0,0,0,0,0
白血病  ,0,0,0,1,1,0,0,0
无钱  ,0,0,0,1,0,0,0,0
急转直下  ,0,0,0,1,0,0,0,0
发烧  ,0,1,0,1,1,0,0,0
不堪重负  ,0,0,0,1,1,0,0,0
求人  ,0,0,0,0,1,0,0,1
外债  ,0,0,0,1,0,0,0,0
求助  ,0,0,0,0,1,0,0,1
轻松  ,1,0,1,0,0,0,0,0
焦躁  ,0,0,0,0,1,0,0,0
犯罪感  ,0,0,0,0,1,0,0,0
穷困  ,0,0,0,1,1,0,0,0
消逝  ,0,0,0,1,1,0,0,0
乞讨  ,0,1,0,1,1,0,0,0
奔波  ,0,0,1,1,1,0,0,1
辛酸泪  ,0,0,0,1,0,0,0,0
妖媚  ,0,0,1,0,0,0,0,0
美丽  ,1,0,1,0,0,0,0,0
成全  ,1,0,1,0,0,0,0,0
凄美  ,0,0,1,1,0,0,0,0
批判  ,0,1,0,0,0,0,1,0
惊悚  ,0,1,0,0,1,1,0,0
小点心  ,0,0,1,0,0,0,0,0
拥抱  ,1,0,1,0,0,0,0,0
机会  ,1,0,1,0,0,0,0,1
温婉  ,0,0,1,0,0,0,0,0
挽救  ,1,0,1,0,0,0,0,1
心爱  ,0,0,1,0,0,0,0,0
忍辱负重  ,0,0,0,1,1,0,0,1
毒酒  ,0,1,0,0,1,0,0,0
面目  ,0,1,0,0,0,0,0,0
罪行  ,0,1,0,0,0,0,0,0
杀人  ,0,1,0,1,1,1,0,0
救人  ,0,0,1,0,1,0,0,1
身怀绝技  ,0,0,1,0,0,0,0,0
饮恨  ,0,1,0,1,0,0,0,0
怨气  ,0,1,0,0,0,0,1,0
留情  ,0,0,1,0,0,0,0,0
偏执  ,0,1,0,0,1,0,0,0
真挚  ,1,0,1,0,0,0,0,0
同归于尽  ,0,0,0,1,1,0,1,0
矛盾  ,0,1,0,1,1,0,1,0
挣扎  ,0,1,0,1,1,0,0,1
背叛  ,0,1,0,1,1,0,1,0
一意孤行  ,0,1,0,0,1,0,0,0
苦果  ,0,0,0,1,0,0,0,0
黄泉  ,0,0,0,1,0,0,0,0
殉情  ,0,0,0,1,0,0,0,0
死心  ,0,0,1,1,0,0,0,0
至死  ,0,0,1,1,1,0,0,0
爱上  ,1,0,1,0,0,0,0,0
拥有  ,1,0,1,0,0,0,0,1
暧昧  ,0,1,1,1,1,0,1,0
温柔  ,1,0,1,0,0,0,0,0
体贴  ,1,0,1,0,0,0,0,0
出错  ,0,1,0,0,1,0,1,0
防备  ,0,1,0,0,1,0,0,0
暗查  ,0,0,0,0,1,0,0,0
美艳  ,0,1,1,0,0,0,0,0
绝伦  ,0,0,1,0,0,0,0,0
媚惑  ,0,0,1,0,0,0,0,0
妖术  ,0,1,0,0,0,0,0,0
征服  ,1,0,1,1,0,0,0,1
歇斯底里  ,0,1,0,1,1,0,1,0
罪恶  ,0,1,0,0,0,0,1,0
毁掉  ,0,1,0,0,1,0,0,0
柔美  ,0,0,1,0,0,0,0,0
阴冷  ,0,1,0,1,1,0,0,0
黯然  ,0,0,0,1,1,0,0,0
力图  ,0,0,0,0,0,0,0,1
凄婉  ,0,0,1,1,0,0,0,0
动人  ,1,0,1,0,0,0,0,0
心痛  ,0,0,1,1,1,1,0,0
误读  ,0,1,0,1,0,0,1,0
喜剧  ,1,0,1,0,0,0,0,0
完满  ,1,0,1,0,0,0,0,0
逃避  ,0,1,0,1,1,0,1,0
斟酌  ,0,0,0,0,1,0,0,0
琢磨  ,0,0,1,0,1,0,0,1
释然  ,1,0,1,0,1,0,0,0
抑制  ,1,1,0,0,1,0,0,0
欲望  ,1,1,1,0,1,0,0,1
憨厚  ,0,0,1,0,0,0,0,0
老实  ,0,0,1,0,1,0,0,0
偏爱  ,0,0,1,0,0,0,0,0
头头是道  ,0,0,1,0,0,0,0,0
劲头  ,1,0,0,0,0,0,0,0
眉飞色舞  ,1,0,1,0,0,0,0,0
走样  ,0,1,0,1,0,0,0,0
羡慕  ,1,0,1,0,1,1,0,1
说不定  ,0,0,0,0,1,0,0,1
死水  ,0,1,0,0,1,0,0,0
有滋有味  ,1,0,1,0,0,0,0,0
有钱  ,1,1,1,0,0,0,0,0
安居乐业  ,1,0,0,0,0,0,0,0
本分  ,0,0,1,0,0,0,0,0
实在  ,1,1,1,0,1,1,0,1
好好  ,1,0,1,0,0,0,0,1
叮咛  ,0,0,1,0,1,0,0,1
漂泊  ,0,0,0,1,1,0,0,0
流浪  ,0,0,0,1,1,0,0,0
依靠  ,1,0,1,0,1,0,0,1
娇娇  ,0,0,1,0,0,0,0,0
柔柔的  ,0,0,1,0,0,0,0,0
玲珑  ,0,0,1,0,0,0,0,0
纠缠  ,0,1,0,0,1,0,1,0
勇猛  ,0,0,1,0,0,0,0,0
失神  ,0,0,0,1,1,0,0,0
信念  ,1,0,1,0,0,0,0,1
贪图  ,0,1,0,0,0,0,0,0
荣华  ,0,0,1,0,0,0,0,0
抗拒  ,0,1,0,0,1,0,0,0
淡然  ,1,0,1,0,0,0,0,0
善待  ,1,0,1,0,0,0,0,0
共享  ,1,0,1,0,0,0,0,0
浅吟  ,0,0,1,0,0,0,0,0
低唱  ,0,0,1,0,0,0,0,0
情思  ,0,0,1,1,0,0,0,0
有名  ,0,0,1,0,0,0,0,0
背井离乡  ,0,0,0,1,0,0,0,0
怀念  ,0,0,1,1,1,0,0,1
悲伤  ,0,0,0,1,1,0,0,0
平安  ,1,0,1,0,0,0,0,1
安慰  ,1,0,1,1,0,0,0,1
突然间  ,0,0,0,0,0,1,0,0
打搅  ,0,1,0,0,1,0,0,0
孤独  ,0,1,0,1,1,1,1,0
疗伤  ,1,0,1,1,1,0,0,0
逝去  ,0,0,0,1,1,0,0,0
健在  ,1,0,1,0,0,0,0,0
伤感  ,0,0,0,1,1,0,0,0
祭奠  ,0,0,1,1,0,0,0,0
相思  ,0,0,1,0,1,0,0,1
不眠之夜  ,1,0,0,0,1,0,0,1
魅力  ,1,0,1,0,0,0,0,0
一败  ,0,0,0,1,0,0,0,0
沉沦  ,0,1,0,1,1,0,1,0
寂寞  ,0,0,0,1,1,0,1,0
说服  ,1,0,1,0,1,0,0,1
悠闲  ,1,0,1,0,0,0,0,0
狭小  ,0,1,0,0,0,0,0,0
歌声  ,1,0,1,0,0,0,0,0
死气沉沉  ,0,1,0,0,0,0,0,0
动听  ,0,0,1,0,0,0,0,0
执着  ,1,0,1,0,0,0,0,1
热爱  ,1,0,1,0,0,0,0,0
宁静  ,1,0,1,0,0,0,0,0
真诚  ,1,0,1,0,0,0,0,0
伴我  ,0,0,1,0,0,0,0,0
梦乡  ,0,0,1,0,0,0,0,0
惊奇  ,1,0,0,0,0,1,0,0
无价  ,1,0,1,0,0,0,0,0
可贵  ,1,0,1,0,0,0,0,0
珍藏  ,0,0,1,0,0,0,0,0
无可  ,1,1,1,1,1,0,1,0
侥幸  ,1,1,0,0,1,0,1,1
急于  ,0,0,0,0,1,0,0,1
发泄  ,1,1,0,1,1,0,1,1
优越感  ,1,0,1,0,0,0,0,0
有理  ,0,0,1,0,0,0,0,0
重视  ,1,0,1,0,1,0,0,1
信心  ,1,0,1,0,0,0,0,1
烈日  ,0,1,0,0,1,0,0,0
赶往  ,0,0,1,0,0,0,0,1
眼看  ,0,0,0,0,1,0,0,0
佩服  ,0,0,1,0,0,1,0,0
冷静  ,1,0,1,0,0,0,0,1
正确  ,1,0,1,0,0,0,0,0
歪门邪道  ,0,1,0,0,0,0,0,0
违背  ,0,1,0,0,1,0,1,0
感慨  ,1,0,1,1,1,1,0,1
迎接  ,1,0,1,0,0,0,0,1
浪费  ,0,1,0,1,1,0,1,0
没谱  ,0,1,0,0,0,0,0,0
愤青  ,0,1,0,0,1,0,0,0
沉静  ,1,0,1,1,0,0,0,0
不周  ,0,1,0,0,0,0,0,0
糟踏  ,0,1,0,0,0,0,0,0
暴力  ,0,1,0,0,1,0,1,0
犯法  ,0,1,0,0,0,0,0,0
真想  ,0,0,0,0,0,0,0,1
拳脚  ,0,1,0,0,0,0,0,0
命令  ,0,0,0,0,0,0,1,0
不准  ,0,0,0,1,0,0,1,0
傻眼  ,0,0,0,0,1,0,0,0
母老虎  ,0,1,0,0,0,0,0,0
幼稚  ,0,1,1,1,1,0,1,0
轻描淡写  ,0,1,1,0,1,0,0,0
值钱  ,1,0,1,0,0,0,0,0
建议  ,0,0,1,0,0,0,0,1
不用白不用  ,0,1,0,0,0,0,0,0
免费  ,1,0,1,1,0,0,0,0
枯竭  ,0,0,0,0,1,0,0,0
容易  ,1,0,1,1,1,0,1,0
地主  ,0,1,0,0,0,0,0,0
打算  ,0,0,0,0,0,0,0,1
哀声叹气  ,0,0,0,1,0,0,0,0
冲动  ,1,1,1,0,1,0,1,1
美美  ,1,0,1,0,0,0,0,0
规划  ,0,0,0,0,0,0,0,1
胖乎乎  ,0,0,1,0,0,0,0,0
娃娃  ,0,0,1,0,0,0,0,0
五颜六色  ,0,1,1,0,0,0,0,0
玩具  ,0,0,1,0,0,0,0,0
甜甜地  ,1,0,1,0,0,0,0,0
做梦  ,1,0,1,1,0,0,0,1
下跌  ,0,0,0,1,1,0,0,0
冰冻期  ,0,0,0,1,0,0,0,0
层出不穷  ,0,0,1,0,1,0,0,0
低价  ,1,0,1,0,0,0,0,0
出奇  ,0,0,0,0,1,1,0,0
疯狂  ,0,1,1,1,1,1,1,0
跳楼  ,0,0,0,1,0,0,0,0
降价  ,0,0,1,0,0,0,0,0
吸引人  ,1,0,1,0,0,0,0,0
宝贝  ,0,0,1,0,0,0,0,0
枷锁  ,0,1,0,1,1,0,0,0
还行  ,0,0,1,0,0,0,0,0
优惠  ,1,0,1,0,0,0,0,0
百万富翁  ,1,0,0,0,0,0,0,0
穷光蛋  ,0,0,0,1,0,0,0,0
优越  ,1,0,1,0,0,0,0,0
永恒  ,1,0,1,0,0,0,0,1
内敛  ,0,0,1,0,0,0,0,0
委婉  ,0,0,1,0,0,0,1,0
不善  ,0,1,0,1,1,0,0,0
羞于  ,0,1,0,0,0,0,0,0
矜持  ,0,0,1,0,1,0,0,0
神力  ,0,0,1,0,0,0,0,0
玩笑  ,1,1,1,0,1,0,1,0
笑柄  ,0,1,0,0,0,0,0,0
笑过  ,1,0,0,0,0,0,0,0
姻缘  ,0,0,1,0,0,0,0,0
愉悦  ,1,0,1,0,0,0,0,0
总怕  ,0,0,0,0,1,0,0,0
微笑  ,1,0,1,0,0,0,0,0
努力  ,1,0,1,0,0,0,0,1
看见  ,0,0,0,1,0,0,0,0
深深  ,0,0,1,1,0,0,0,0
浮现  ,1,0,1,1,0,0,0,0
居然  ,1,0,0,1,1,1,1,0
心疼  ,0,0,1,1,1,0,0,0
损坏  ,0,1,0,0,0,0,1,0
吝啬  ,0,1,0,0,1,0,1,0
金光  ,0,0,1,0,0,0,0,0
薄薄的  ,0,0,1,0,0,0,0,0
留恋  ,0,0,1,1,0,0,0,0
依偎  ,1,0,1,0,0,0,0,0
缠绕  ,0,1,1,1,1,0,0,0
蓬勃  ,1,0,1,0,0,0,0,0
倔强  ,1,1,1,0,1,0,1,1
冷清  ,0,1,0,1,1,0,0,0
用力  ,1,0,1,0,0,0,0,0
清新  ,1,0,1,0,0,0,0,0
突然  ,1,0,0,1,1,1,0,0
脏兮兮  ,0,1,1,1,1,0,0,0
悄悄  ,1,0,1,1,1,0,0,1
怯生生  ,0,0,1,0,1,0,0,0
可怜  ,0,0,1,1,1,1,1,0
丢弃  ,0,1,0,1,1,0,1,0
呼喊  ,1,0,1,0,0,0,1,1
慢慢  ,0,0,1,1,0,0,0,0
靠近  ,0,0,1,0,0,0,0,0
捉住  ,1,0,0,0,0,0,0,0
慢慢地  ,1,0,0,0,0,0,0,0
任我  ,1,0,0,0,0,0,0,0
脏东西  ,0,1,0,0,0,0,0,0
难受  ,0,1,0,1,1,0,1,0
漂亮  ,1,0,1,0,0,0,0,0
决定  ,1,0,1,1,1,0,0,1
美味  ,0,0,1,0,0,0,0,0
照料  ,0,0,1,0,0,0,0,0
精神  ,1,0,1,0,0,0,0,1
滑溜  ,0,0,1,0,0,0,0,0
干脆  ,1,0,1,0,1,0,1,1
软软  ,0,0,1,1,0,0,0,0
肉乎乎  ,0,0,1,0,0,0,0,0
一点点  ,0,0,1,0,0,0,0,0
饱餐  ,1,0,0,0,0,0,0,0
惬意  ,1,0,1,0,0,0,0,0
乖乖  ,1,0,1,0,1,1,0,0
机灵  ,0,0,1,0,0,0,0,0
优雅  ,1,0,1,0,0,0,0,0
轻轻  ,1,0,1,0,0,0,0,0
呼噜  ,0,0,1,0,0,0,0,0
讨好  ,0,1,1,0,0,0,0,1
安静  ,1,0,1,1,0,0,0,0
利爪  ,0,1,0,0,0,0,0,0
狠狠  ,0,1,0,0,1,0,1,0
好端端  ,0,0,1,1,0,0,0,0
追打  ,0,1,0,0,0,0,1,0
真是  ,1,1,1,1,1,0,1,0
办法  ,1,0,1,0,0,0,0,1
带来  ,1,0,1,0,0,0,0,1
平添  ,1,0,1,0,0,0,0,0
早早  ,1,0,0,0,0,0,0,1
我就  ,0,0,0,0,1,0,0,0
香喷喷  ,0,0,1,0,0,0,0,0
香味  ,0,0,1,0,0,0,0,0
拉屎  ,0,1,0,0,0,0,0,0
撒尿  ,0,1,0,0,0,0,0,0
干净  ,1,0,1,0,0,0,0,0
及时  ,1,0,1,0,0,0,0,1
哼哼  ,1,0,0,0,0,0,1,0
遗弃  ,0,1,0,1,0,0,1,0
俨然  ,1,1,1,0,0,1,1,0
高傲  ,0,1,1,0,1,0,1,0
公主  ,0,0,1,0,0,0,0,0
道歉  ,1,0,1,1,1,0,0,0
严厉  ,0,1,1,0,1,0,1,0
管教  ,0,1,1,0,0,0,1,0
淘气包  ,0,0,1,0,0,0,0,0
诉苦  ,0,0,0,1,1,0,0,0
同意  ,1,0,1,0,0,0,0,1
保证  ,1,0,1,0,0,0,0,1
鬼精灵  ,0,0,1,0,0,0,0,0
竟然  ,0,1,0,1,1,1,1,0
酸楚  ,0,1,0,1,1,0,0,0
热辣辣  ,0,0,0,1,0,0,0,0
终究  ,0,0,0,1,1,0,0,1
还是  ,1,1,0,1,1,0,1,1
问问  ,0,1,0,0,0,0,0,1
怎样  ,1,0,1,0,1,0,0,1
长大  ,1,0,1,0,0,0,0,1
没有  ,1,0,1,1,1,0,1,1
是否  ,0,0,0,0,1,1,1,1
骄傲  ,1,1,1,0,1,0,1,0
抒情  ,0,0,1,0,0,0,0,0
抚慰  ,1,0,1,0,0,0,0,1
流泪  ,1,0,0,1,1,0,0,0
沙哑  ,0,0,0,1,1,0,0,0
造作  ,0,1,0,0,0,0,0,0
伪装  ,0,1,0,1,1,0,0,0
暴露无遗  ,0,1,0,0,0,0,0,0
打动  ,1,0,1,0,0,0,0,1
推荐  ,1,0,1,0,0,0,0,1
心伤  ,0,0,0,1,0,0,0,0
茫然  ,0,0,0,1,1,0,0,0
清雅  ,0,0,1,0,0,0,0,0
不死不活  ,0,1,0,0,0,0,0,0
改良  ,1,0,1,0,0,0,0,0
好看  ,1,1,1,0,0,0,0,0
劣质  ,0,1,0,0,0,0,0,0
狐疑  ,0,0,0,0,1,0,0,0
香气  ,0,0,1,0,0,0,0,0
高兴  ,1,0,1,0,0,0,0,0
遗憾  ,0,1,1,1,1,0,1,0
不行了  ,0,0,0,1,1,0,0,0
臭味相投  ,0,1,1,0,0,0,1,0
相约  ,1,0,1,0,0,0,0,1
喧闹  ,1,1,1,0,1,0,1,0
娴熟  ,0,0,1,0,0,0,0,0
苦苦  ,0,1,0,1,1,0,0,0
繁忙  ,1,0,0,1,1,0,0,0
清香  ,0,0,1,0,0,0,0,0
谈心  ,1,0,1,0,0,0,0,0
闲聊  ,1,0,1,0,0,0,0,0
回味无穷  ,0,0,1,0,0,0,0,0
真经  ,0,0,1,0,0,0,0,0
真谛  ,0,0,1,0,0,0,0,0
甜味  ,0,0,1,0,0,0,0,0
湿润  ,1,0,1,1,0,0,0,0
欢迎  ,1,0,1,0,0,0,0,1
添乱  ,0,1,0,0,1,0,0,0
拥堵  ,0,1,0,0,1,0,0,0
着急  ,0,0,0,1,1,0,0,0
哑然  ,0,0,0,0,0,1,0,0
丰胸  ,0,1,0,0,0,0,0,0
出此下策  ,0,1,0,1,0,0,0,0
银装素裹  ,0,0,1,0,0,0,0,0
恩赐  ,1,0,1,0,0,0,0,0
取之不尽  ,1,0,1,0,0,0,0,0
用之不竭  ,0,0,1,0,0,0,0,0
慷慨  ,1,0,1,0,0,0,0,1
照顾  ,0,0,1,0,0,0,0,0
省悟  ,0,0,1,0,0,0,0,0
智能  ,0,0,1,0,0,0,0,0
只好  ,0,0,0,1,1,0,1,0
凑合  ,0,1,0,1,0,0,0,0
毛病  ,0,1,0,1,1,0,0,0
新款  ,0,0,1,0,0,0,0,0
智能型  ,0,0,1,0,0,0,0,0
好使  ,1,0,1,0,0,0,0,0
过多  ,0,1,0,1,1,0,0,0
方便  ,1,0,1,0,0,1,0,0
指望  ,0,0,1,0,0,0,0,1
实用  ,0,0,1,0,0,0,0,1
没用  ,0,1,0,1,1,0,1,0
暴发户  ,0,1,0,0,0,0,0,0
肆无忌惮  ,1,1,0,0,1,0,1,0
全才  ,0,0,1,0,0,0,0,0
开拓  ,1,0,0,0,0,0,0,1
个性化  ,0,0,1,0,0,0,0,0
人情味  ,0,0,1,0,0,0,0,0
发愁  ,0,0,0,0,1,0,0,0
乐趣  ,1,0,1,0,0,1,0,0
好在  ,1,0,1,0,0,0,0,0
到来  ,1,0,0,0,0,0,0,1
大庆  ,1,0,0,0,0,0,0,0
了不起  ,1,0,1,0,0,0,0,0
设想  ,0,0,0,0,0,0,0,1
第一  ,1,0,1,0,0,1,0,1
强国  ,0,0,1,0,0,0,0,0
踏实  ,1,0,1,0,0,0,0,0
水土不服  ,0,0,0,1,0,0,0,0
牛市  ,0,0,1,0,0,0,0,0
安康  ,1,0,1,0,0,0,0,0
如意  ,1,0,1,0,0,0,0,0
吉祥  ,1,0,1,0,0,0,0,1
消遣  ,1,0,1,0,0,0,0,0
一流  ,1,0,1,0,0,0,0,0
得天独厚  ,0,0,1,0,0,0,0,0
宝库  ,0,0,1,0,0,0,0,0
精品  ,0,0,1,0,0,0,0,0
战乱  ,0,1,0,1,1,0,0,0
丰富  ,1,0,1,0,0,0,0,1
欣赏  ,1,0,1,0,0,0,0,0
难度  ,0,0,0,1,1,0,0,0
深不见底  ,0,0,0,0,1,0,0,0
肆意  ,1,1,1,0,1,0,1,0
快感  ,1,0,1,0,0,0,0,0
炫耀  ,1,1,1,0,0,0,1,1
战战兢兢  ,0,0,0,0,1,0,0,0
如临深渊  ,0,0,0,0,1,0,0,0
如履薄冰  ,0,0,0,0,1,0,0,0
良师  ,0,0,1,0,0,0,0,0
难觅  ,0,0,0,1,1,0,0,0
勇于  ,1,0,1,0,0,0,0,1
苦读  ,0,0,0,1,1,0,0,0
玄妙  ,0,0,1,0,0,0,0,0
动荡  ,0,1,0,1,1,0,0,0
国宝  ,0,0,1,0,0,0,0,0
痛惜  ,0,0,0,1,1,0,0,0
取经  ,0,0,1,0,0,0,0,1
寻问  ,0,0,1,0,1,0,0,1
精华  ,0,0,1,0,0,0,0,0
泡汤  ,0,0,0,1,0,0,0,0
不易  ,1,1,0,1,1,1,0,0
敬业  ,0,0,1,0,0,0,0,0
感人  ,1,0,1,1,0,0,0,0
唏嘘  ,0,1,1,1,1,0,1,0
瑰宝  ,0,0,1,0,0,0,0,0
慰藉  ,1,0,1,0,1,0,0,0
不足  ,0,1,0,1,1,0,1,0
东拼西凑  ,0,1,0,0,1,0,0,0
生疑  ,0,0,0,0,1,0,0,0
盼望  ,0,0,1,0,0,0,0,1
瑕疵  ,0,1,0,0,1,0,0,0
完美  ,1,0,1,0,0,0,0,0
淋漓尽致  ,1,1,1,0,0,0,0,0
有趣  ,1,0,1,0,0,0,0,0
无病  ,0,1,0,0,0,0,0,0
韵味  ,0,0,1,0,0,0,0,0
眼高手低  ,0,1,0,0,0,0,0,0
味同  ,0,1,0,0,0,0,0,0
大千世界  ,0,0,1,0,0,0,0,0
芸芸众生  ,1,0,1,0,0,0,0,0
